"","prob1","prob2","prob3","label"
"3117",6.73725554850564e-14,0.203254537673788,0.796745462326145,3
"3118",3.57226431620852e-21,0.149624989472631,0.850375010527369,3
"3119",1.30883405589167e-05,0.999986911566217,9.32241453565769e-11,2
"3120",6.03469297519002e-09,0.999997123731535,2.87023377155553e-06,2
"3121",6.40252595202178e-24,5.87128884151454e-07,0.999999412871116,3
"3122",6.7113377743384e-08,0.999968793194953,3.11396916690952e-05,2
"3123",1.09572976293088e-11,0.993040071445983,0.00695992854305941,2
"3124",1.60845728059619e-05,0.999983915427133,6.13741362365745e-14,2
"3125",3.57043670203473e-10,0.983022490964899,0.0169775086780577,2
"3126",2.39845804713848e-31,1.79503134326992e-11,0.99999999998205,3
"3127",3.59980368738919e-25,1.02534603087204e-06,0.999998974653969,3
"3128",2.77794396653149e-44,7.88236190721582e-12,0.999999999992118,3
"3129",1.48057031914444e-21,4.39478930485521e-09,0.999999995605211,3
"3130",0.488714253063956,0.511285746936043,5.83152807621688e-16,2
"3131",1.76741791710651e-18,6.07855503286279e-05,0.999939214449671,3
"3132",4.96832226742098e-10,0.999834749536877,0.000165249966290479,2
"3133",0.999999999999958,4.23675168962107e-14,1.838634611868e-42,1
"3134",2.47184998623304e-10,0.999994163009277,5.83674353832239e-06,2
"3135",1.20328238377157e-13,0.077472386326017,0.922527613673863,3
"3136",0.999999999872788,1.27212407419872e-10,3.35652375602183e-29,1
"3137",6.05017355326104e-16,0.00582910044909214,0.994170899550907,3
"3138",2.92551612613636e-09,0.999996385834998,3.61123948553681e-06,2
"3139",2.4636490164614e-39,2.56848873697444e-13,0.999999999999743,3
"3140",2.06020470838577e-46,2.56973188628209e-10,0.999999999743027,3
"3141",7.96471217679473e-18,7.87421110080853e-06,0.999992125788899,3
"3142",0.000167801589129876,0.999832198360706,5.01637381331275e-11,2
"3143",1.35050211889971e-23,1.42444853550846e-07,0.999999857555146,3
"3144",1.487388324841e-23,2.61072934962747e-08,0.999999973892707,3
"3145",1.30894409453678e-11,0.970736632256079,0.0292633677308314,2
"3146",3.79970072551843e-08,0.999999925933822,3.6069170932485e-08,2
"3147",9.07947610099669e-15,0.00240147967015308,0.997598520329838,3
"3148",4.90405492269056e-10,0.99972881874562,0.000271180763974581,2
"3149",6.41344028592877e-46,8.40632078941045e-15,0.999999999999992,3
"3150",1.30587836601967e-124,1.03968202677211e-34,1,3
"3151",1.55114379549466e-10,0.999915908997897,8.40908469888995e-05,2
"3152",9.97347306901088e-10,0.999941190327385,5.88086752677985e-05,2
"3153",6.43248698499397e-73,9.81889439474469e-27,1,3
"3154",1.93522290092275e-17,0.000293752016173543,0.999706247983826,3
