V1,V2,V3,V4
17.0,14.0,15.0,13.0
0.0977832428682417,8.0,0.07757701582523824,10.0
26.0,12.0,27.0,15.0
21.0,203.0,19.0,136.0
18.0,9.0,21.0,4.0
20.0,0.47709502956858696,21.0,2.0
619.0,882.0,436.0,703.0
82.0,131.0,63.0,135.0
42.0,38.0,34.0,27.0
11.0,24.0,9.0,21.0
92.0,72.0,75.0,51.0
28.0,30.0,15.0,21.0
25.0,25.0,15.0,21.0
22.0,11.0,22.0,14.0
8.0,12.0,6.0,10.0
21.0,31.0,17.0,26.0
113.0,132.0,69.0,108.0
19.0,8.0,18.0,1.0
52.0,95.0,61.0,91.0
156.0,71.0,121.0,48.0
50.0,20.0,25.0,12.0
25.0,13.0,21.0,8.0
130.0,84.0,135.0,79.0
137.0,110.0,109.0,90.0
81.0,34.0,62.0,17.0
652.0,183.0,453.0,157.0
69.0,54.0,65.0,26.0
37.0,65.0,42.0,54.0
20.0,5.0,18.0,6.0
155.0,336.0,106.0,237.0
17.0,13.0,19.0,6.0
126.0,41.0,111.0,26.0
27.0,0.4897424612857427,18.0,0.5517615856110937
3.0,37.0,3.0,16.0
33.0,48.0,27.0,29.0
77.0,37.0,88.0,28.0
94.0,41.0,52.0,27.0
18.0,0.4346007268498061,15.0,0.9176231237346594
14.0,17.0,9.0,12.0
208.0,50.0,170.0,40.0
130.0,0.7900300954095757,100.0,1.0
278.0,183.0,233.0,125.0
14.0,1.0,7.0,0.9901488383385046
397.0,246.0,306.0,179.0
587.0,317.0,491.0,268.0
61.0,38.0,64.0,34.0
375.0,162.0,315.0,121.0
64.0,28.0,55.0,21.0
242.0,7.0,179.0,7.0
101.0,84.0,81.0,53.0
0.10845765632916682,31.0,0.7922834579404403,32.0
156.0,4.0,108.0,2.0
548.0,655.0,452.0,567.0
192.0,6.0,138.0,4.0
62.0,31.0,53.0,24.0
51.0,6.0,47.0,3.0
99.0,123.0,73.0,92.0
52.0,89.0,53.0,68.0
14.0,4.0,11.0,1.0
15.0,24.0,18.0,21.0
70.0,150.0,41.0,114.0
413.0,283.0,337.0,234.0
99.0,100.0,72.0,85.0
72.0,100.0,56.0,82.0
97.0,164.0,71.0,93.0
12.0,49.0,8.0,20.0
0.28187882871258796,33.0,0.6332816670882371,20.0
66.0,103.0,66.0,83.0
78.0,300.0,55.0,247.0
1.0,143.0,0.029667992193336157,110.0
185.0,115.0,163.0,100.0
14.0,0.9785019179767822,12.0,0.2063521806143127
61.0,38.0,43.0,24.0
419.0,270.0,354.0,192.0
118.0,48.0,107.0,38.0
44.0,20.0,22.0,14.0
0.8124788473606692,599.0,0.5100916337175082,441.0
233.0,100.0,214.0,84.0
53.0,20.0,30.0,28.0
198.0,153.0,190.0,110.0
7.0,30.0,9.0,29.0
81.0,94.0,74.0,70.0
40.0,31.0,24.0,17.0
50.0,31.0,50.0,18.0
78.0,18.0,61.0,25.0
261.0,254.0,177.0,154.0
19.0,8.0,7.0,16.0
28.0,21.0,26.0,12.0
68.0,34.0,67.0,34.0
326.0,327.0,249.0,235.0
21.0,23.0,7.0,16.0
27.0,2.0,25.0,1.0
58.0,27.0,34.0,18.0
128.0,0.3790371798966613,97.0,0.43453944718093085
82.0,39.0,66.0,36.0
46.0,12.0,38.0,13.0
42.0,6.0,36.0,6.0
222.0,58.0,162.0,61.0
236.0,103.0,187.0,76.0
42.0,53.0,41.0,42.0
45.0,0.24594622500830865,41.0,0.3399733359568974
104.0,62.0,85.0,55.0
27.0,7.0,28.0,11.0
272.0,168.0,242.0,122.0
239.0,284.0,196.0,231.0
85.0,85.0,70.0,72.0
84.0,104.0,71.0,78.0
12.0,30.0,4.0,21.0
6.0,20.0,7.0,19.0
19.0,0.3640940766849917,19.0,0.8665675080820783
240.0,100.0,188.0,71.0
166.0,39.0,127.0,37.0
59.0,18.0,36.0,14.0
204.0,171.0,136.0,136.0
27.0,51.0,26.0,31.0
89.0,80.0,78.0,38.0
85.0,0.5446679343060615,58.0,0.710334172385157
28.0,0.3618748968175268,12.0,0.5992663030214409
77.0,93.0,54.0,69.0
452.0,213.0,353.0,149.0
242.0,98.0,201.0,89.0
248.0,119.0,220.0,103.0
392.0,152.0,330.0,123.0
80.0,0.8631313461383302,51.0,0.4319950720448874
274.0,694.0,236.0,491.0
1.0,28.0,1.0,23.0
65.0,0.7474509765457671,50.0,0.7186336990593856
37.0,0.17091541101015073,37.0,0.549662821262838
299.0,277.0,218.0,233.0
249.0,97.0,201.0,80.0
58.0,59.0,31.0,39.0
99.0,39.0,86.0,36.0
110.0,48.0,88.0,45.0
40.0,23.0,29.0,15.0
328.0,229.0,262.0,203.0
181.0,158.0,141.0,114.0
170.0,137.0,144.0,119.0
16.0,2.0,13.0,5.0
50.0,0.23800120560066163,36.0,1.0
152.0,64.0,99.0,41.0
82.0,39.0,67.0,28.0
141.0,177.0,113.0,151.0
15.0,0.6558808656586678,13.0,0.20981028388606104
4.0,29.0,4.0,23.0
78.0,199.0,73.0,140.0
21.0,24.0,20.0,17.0
35.0,56.0,23.0,46.0
165.0,46.0,123.0,45.0
47.0,152.0,60.0,106.0
41.0,53.0,19.0,37.0
163.0,7.0,130.0,3.0
41.0,83.0,25.0,55.0
53.0,55.0,44.0,56.0
122.0,384.0,92.0,288.0
187.0,334.0,157.0,247.0
44.0,28.0,23.0,23.0
10.0,11.0,9.0,4.0
21.0,41.0,23.0,40.0
16.0,32.0,19.0,25.0
5.0,157.0,8.0,107.0
100.0,42.0,78.0,25.0
155.0,121.0,120.0,90.0
16.0,13.0,13.0,8.0
108.0,182.0,75.0,142.0
181.0,152.0,144.0,146.0
225.0,134.0,162.0,108.0
185.0,170.0,136.0,117.0
8.0,2.0,8.0,3.0
274.0,362.0,206.0,258.0
16.0,0.9831061142678713,14.0,0.9516658575920405
153.0,198.0,109.0,157.0
6.0,31.0,6.0,24.0
18.0,28.0,11.0,25.0
4.0,12.0,5.0,10.0
67.0,118.0,46.0,89.0
33.0,33.0,31.0,22.0
433.0,673.0,354.0,517.0
110.0,21.0,93.0,24.0
214.0,90.0,180.0,75.0
53.0,35.0,36.0,21.0
379.0,275.0,292.0,217.0
1.0,198.0,0.7391947698096363,149.0
18.0,21.0,15.0,15.0
26.0,17.0,17.0,22.0
44.0,157.0,29.0,111.0
23.0,99.0,13.0,81.0
368.0,312.0,285.0,218.0
79.0,80.0,34.0,60.0
14.0,33.0,12.0,27.0
28.0,0.47126999597521546,29.0,0.3751829333107649
17.0,7.0,18.0,12.0
40.0,18.0,15.0,9.0
19.0,0.1273232932528291,20.0,0.14659158842297948
64.0,64.0,49.0,44.0
43.0,51.0,43.0,42.0
29.0,28.0,20.0,16.0
20.0,25.0,18.0,11.0
102.0,54.0,95.0,48.0
27.0,24.0,21.0,19.0
12.0,13.0,12.0,17.0
41.0,47.0,28.0,41.0
66.0,3.0,62.0,2.0
53.0,97.0,59.0,85.0
38.0,84.0,32.0,54.0
24.0,0.5461832537227669,12.0,0.06796528855937423
26.0,36.0,19.0,28.0
71.0,81.0,63.0,59.0
23.0,38.0,24.0,24.0
51.0,50.0,32.0,49.0
33.0,27.0,35.0,24.0
29.0,7.0,26.0,9.0
18.0,20.0,7.0,6.0
2.0,199.0,1.0,128.0
117.0,140.0,89.0,95.0
65.0,24.0,81.0,18.0
56.0,17.0,44.0,18.0
13.0,10.0,13.0,8.0
75.0,31.0,67.0,25.0
10.0,59.0,2.0,48.0
34.0,13.0,38.0,13.0
23.0,0.30196651722974344,26.0,2.0
18.0,5.0,10.0,4.0
248.0,0.4827122195297324,192.0,0.607674947919095
12.0,32.0,10.0,15.0
42.0,27.0,31.0,21.0
12.0,10.0,15.0,9.0
68.0,74.0,50.0,38.0
78.0,120.0,60.0,65.0
67.0,43.0,36.0,24.0
182.0,0.44512691577609564,154.0,0.887846259529362
1.0,14.0,2.0,10.0
22.0,11.0,20.0,12.0
14.0,9.0,8.0,3.0
35.0,11.0,29.0,11.0
195.0,117.0,134.0,80.0
19.0,7.0,13.0,4.0
56.0,33.0,43.0,20.0
32.0,10.0,21.0,2.0
107.0,118.0,84.0,93.0
30.0,3.0,30.0,3.0
12.0,99.0,12.0,68.0
20.0,19.0,10.0,6.0
265.0,587.0,204.0,491.0
15.0,57.0,11.0,31.0
3.0,30.0,4.0,21.0
47.0,40.0,37.0,32.0
25.0,6.0,12.0,8.0
9.0,20.0,1.0,19.0
8.0,200.0,4.0,132.0
28.0,0.4124319507830366,28.0,0.03877523897805235
11.0,15.0,12.0,11.0
31.0,146.0,28.0,110.0
33.0,26.0,26.0,31.0
48.0,37.0,36.0,29.0
20.0,4.0,19.0,7.0
102.0,43.0,76.0,36.0
115.0,100.0,103.0,61.0
0.6716357754563747,35.0,0.3432934250660442,25.0
3.0,36.0,5.0,22.0
47.0,5.0,41.0,2.0
6.0,9.0,6.0,8.0
55.0,63.0,71.0,62.0
17.0,11.0,12.0,15.0
63.0,146.0,53.0,100.0
4.0,20.0,3.0,16.0
30.0,0.9306121918637653,20.0,0.7007617783734591
207.0,24.0,165.0,17.0
39.0,18.0,20.0,9.0
8.0,22.0,3.0,22.0
32.0,41.0,24.0,24.0
106.0,122.0,95.0,80.0
8.0,10.0,10.0,16.0
71.0,0.6050949526345843,54.0,1.0
23.0,0.5503472306656381,17.0,0.4037724751504148
36.0,34.0,20.0,34.0
51.0,0.16132060346154364,42.0,0.44215091611692725
22.0,20.0,19.0,13.0
13.0,12.0,10.0,14.0
149.0,107.0,115.0,90.0
13.0,29.0,12.0,15.0
154.0,0.8098263501419534,140.0,0.9534785835316368
52.0,17.0,32.0,14.0
68.0,0.9868358563654342,50.0,0.09941191354428702
6.0,9.0,6.0,9.0
101.0,45.0,79.0,30.0
67.0,20.0,54.0,15.0
22.0,15.0,14.0,15.0
21.0,33.0,14.0,38.0
46.0,53.0,34.0,33.0
38.0,43.0,29.0,34.0
34.0,26.0,17.0,10.0
108.0,4.0,93.0,3.0
98.0,0.37270677821305764,71.0,0.31735635924190675
17.0,11.0,20.0,6.0
83.0,89.0,69.0,79.0
17.0,25.0,12.0,15.0
20.0,7.0,12.0,2.0
4.0,15.0,5.0,12.0
40.0,90.0,29.0,68.0
9.0,5.0,13.0,2.0
6.0,18.0,10.0,21.0
53.0,44.0,40.0,44.0
50.0,69.0,50.0,57.0
131.0,80.0,106.0,67.0
73.0,203.0,75.0,146.0
13.0,0.9245408606695242,10.0,0.641940249714161
17.0,23.0,7.0,10.0
11.0,5.0,10.0,3.0
129.0,212.0,108.0,160.0
221.0,0.7814043700080033,174.0,1.0
13.0,10.0,8.0,9.0
82.0,58.0,68.0,55.0
7.0,22.0,14.0,11.0
36.0,45.0,26.0,26.0
10.0,77.0,13.0,50.0
39.0,35.0,19.0,25.0
582.0,388.0,434.0,323.0
1594.0,1182.0,1290.0,988.0
125.0,231.0,85.0,175.0
38.0,47.0,33.0,25.0
65.0,66.0,58.0,50.0
45.0,138.0,59.0,102.0
22.0,36.0,20.0,20.0
36.0,47.0,37.0,26.0
23.0,35.0,18.0,18.0
136.0,0.19458435561571852,110.0,0.13365563771973876
14.0,2.0,22.0,1.0
25.0,23.0,18.0,15.0
92.0,1.0,83.0,0.5920485797589289
115.0,64.0,99.0,54.0
17.0,0.1949227537058068,17.0,0.3031783613497253
117.0,100.0,93.0,66.0
186.0,118.0,155.0,65.0
111.0,0.5029573514206704,80.0,0.23776931339067808
136.0,162.0,138.0,112.0
109.0,82.0,65.0,54.0
1.0,1143.0,4.0,899.0
2110.0,870.0,1720.0,706.0
24.0,41.0,24.0,44.0
401.0,669.0,322.0,534.0
27.0,22.0,16.0,15.0
250.0,292.0,168.0,248.0
9.0,16.0,17.0,16.0
34.0,19.0,33.0,11.0
24.0,12.0,22.0,18.0
92.0,81.0,84.0,86.0
7.0,12.0,11.0,5.0
14.0,2.0,15.0,3.0
17.0,13.0,10.0,19.0
20.0,16.0,18.0,18.0
27.0,21.0,15.0,19.0
18.0,9.0,9.0,5.0
68.0,48.0,52.0,52.0
13.0,47.0,9.0,42.0
1.0,477.0,0.5030523103645795,349.0
98.0,103.0,88.0,76.0
159.0,210.0,163.0,201.0
42.0,5.0,29.0,5.0
74.0,117.0,62.0,97.0
71.0,129.0,73.0,104.0
414.0,370.0,348.0,262.0
340.0,237.0,255.0,184.0
865.0,1393.0,657.0,1088.0
32.0,6.0,23.0,12.0
72.0,51.0,54.0,29.0
130.0,156.0,131.0,109.0
39.0,77.0,29.0,59.0
19.0,0.1518162101369468,11.0,0.8509540449007863
16.0,4.0,11.0,1.0
86.0,83.0,84.0,47.0
30.0,8.0,22.0,16.0
27.0,0.190353395902928,22.0,0.6194517021524755
219.0,215.0,175.0,133.0
90.0,122.0,78.0,108.0
17.0,23.0,13.0,19.0
9.0,53.0,7.0,39.0
239.0,316.0,200.0,259.0
122.0,106.0,90.0,70.0
104.0,49.0,79.0,27.0
20.0,0.6527633800966604,9.0,0.01610776371618683
13.0,35.0,11.0,27.0
140.0,110.0,124.0,79.0
24.0,20.0,19.0,20.0
20.0,26.0,14.0,28.0
101.0,35.0,73.0,26.0
38.0,23.0,39.0,24.0
306.0,27.0,221.0,26.0
180.0,104.0,124.0,69.0
36.0,22.0,27.0,10.0
89.0,74.0,82.0,66.0
68.0,20.0,54.0,13.0
52.0,1.0,41.0,0.536128351967522
44.0,17.0,20.0,15.0
34.0,47.0,43.0,59.0
135.0,45.0,106.0,29.0
660.0,288.0,527.0,200.0
25.0,0.24922061156816533,15.0,0.957525365350818
4.0,14.0,9.0,11.0
34.0,35.0,24.0,31.0
1.0,180.0,1.0,140.0
88.0,123.0,77.0,109.0
8.0,4.0,7.0,0.6178631318578232
26.0,102.0,17.0,71.0
79.0,48.0,52.0,33.0
54.0,45.0,43.0,47.0
45.0,13.0,41.0,13.0
32.0,31.0,30.0,15.0
27.0,28.0,29.0,26.0
24.0,0.03527428294717716,6.0,0.035515673710408646
43.0,37.0,39.0,36.0
205.0,4.0,180.0,5.0
107.0,116.0,60.0,101.0
15.0,69.0,20.0,36.0
42.0,39.0,36.0,37.0
13.0,16.0,8.0,9.0
29.0,40.0,11.0,29.0
28.0,0.6136337277566566,24.0,0.028313397394831852
12.0,0.853116462780411,9.0,0.7505490983629711
34.0,32.0,24.0,34.0
50.0,45.0,29.0,37.0
48.0,11.0,33.0,11.0
11.0,0.21469413396641912,4.0,0.02092910344613308
18.0,29.0,10.0,25.0
74.0,112.0,68.0,87.0
15.0,4.0,8.0,3.0
132.0,267.0,88.0,205.0
30.0,17.0,24.0,13.0
235.0,805.0,177.0,621.0
17.0,4.0,10.0,2.0
51.0,65.0,46.0,60.0
29.0,28.0,27.0,27.0
79.0,192.0,57.0,151.0
32.0,50.0,18.0,54.0
15.0,9.0,13.0,5.0
43.0,75.0,36.0,47.0
13.0,27.0,10.0,30.0
258.0,205.0,214.0,161.0
58.0,34.0,36.0,18.0
73.0,114.0,42.0,92.0
99.0,120.0,99.0,84.0
6.0,34.0,6.0,23.0
85.0,113.0,74.0,80.0
80.0,77.0,51.0,49.0
115.0,58.0,108.0,37.0
111.0,129.0,107.0,73.0
0.010056822483007988,96.0,2.0,61.0
116.0,373.0,71.0,254.0
301.0,202.0,275.0,153.0
168.0,7.0,133.0,4.0
20.0,78.0,18.0,70.0
75.0,77.0,62.0,53.0
10.0,30.0,17.0,21.0
67.0,0.735077436894399,54.0,0.8417286659681192
35.0,64.0,36.0,43.0
67.0,0.6593464165830498,65.0,0.029674296911534337
9.0,9.0,4.0,5.0
18.0,2.0,13.0,7.0
13.0,63.0,16.0,54.0
30.0,0.845135482916051,30.0,0.22657364667219992
56.0,22.0,51.0,23.0
31.0,26.0,18.0,37.0
53.0,244.0,46.0,191.0
4.0,924.0,5.0,741.0
7.0,10.0,5.0,6.0
40.0,6.0,44.0,2.0
18.0,229.0,8.0,169.0
30.0,70.0,17.0,47.0
2.0,26.0,2.0,20.0
83.0,94.0,77.0,81.0
0.45509991414173334,15.0,0.9247858030099808,12.0
35.0,33.0,29.0,17.0
16.0,37.0,22.0,28.0
17.0,3.0,14.0,2.0
22.0,15.0,11.0,20.0
38.0,106.0,31.0,62.0
4.0,41.0,2.0,20.0
116.0,115.0,109.0,105.0
9.0,5.0,7.0,5.0
29.0,8.0,10.0,8.0
5.0,15.0,5.0,20.0
4.0,13.0,4.0,8.0
103.0,181.0,87.0,144.0
15.0,34.0,23.0,21.0
86.0,0.6977005912639025,77.0,0.4764876666062047
12.0,0.33556272519399355,14.0,0.9550126003918481
39.0,11.0,37.0,4.0
26.0,40.0,18.0,26.0
30.0,29.0,23.0,17.0
203.0,153.0,156.0,104.0
0.7168570012698247,20.0,0.1166234523249845,19.0
85.0,34.0,62.0,27.0
49.0,46.0,32.0,45.0
24.0,16.0,30.0,13.0
44.0,0.3442837496211131,34.0,0.3183867601008138
0.28307526751515133,148.0,0.38326082270147555,127.0
60.0,74.0,40.0,36.0
178.0,79.0,116.0,84.0
18.0,25.0,21.0,24.0
47.0,22.0,44.0,10.0
39.0,65.0,44.0,49.0
0.9338486419108003,85.0,0.09856882956028346,94.0
40.0,0.6341117158826867,26.0,0.8579383401103322
43.0,16.0,34.0,12.0
21.0,6.0,16.0,3.0
18.0,8.0,16.0,5.0
6.0,10.0,12.0,12.0
18.0,46.0,18.0,25.0
25.0,17.0,17.0,10.0
25.0,26.0,21.0,16.0
79.0,5.0,63.0,2.0
122.0,128.0,92.0,119.0
52.0,18.0,50.0,9.0
20.0,62.0,17.0,48.0
70.0,53.0,58.0,30.0
4.0,118.0,4.0,89.0
270.0,342.0,238.0,258.0
26.0,14.0,23.0,12.0
101.0,90.0,69.0,59.0
47.0,28.0,33.0,30.0
12.0,7.0,13.0,9.0
25.0,13.0,21.0,4.0
10.0,18.0,17.0,15.0
1.0,20.0,3.0,16.0
4.0,677.0,1.0,526.0
92.0,95.0,68.0,47.0
107.0,66.0,114.0,57.0
178.0,180.0,107.0,149.0
28.0,17.0,25.0,18.0
107.0,66.0,105.0,74.0
23.0,26.0,16.0,19.0
165.0,330.0,132.0,269.0
16.0,23.0,12.0,25.0
10.0,46.0,7.0,23.0
566.0,710.0,462.0,511.0
14.0,25.0,12.0,21.0
25.0,3.0,22.0,1.0
25.0,12.0,23.0,7.0
0.576982509079375,98.0,0.8583844403236365,71.0
67.0,28.0,44.0,23.0
10.0,8.0,8.0,13.0
83.0,168.0,43.0,151.0
12.0,20.0,8.0,13.0
67.0,100.0,65.0,73.0
65.0,154.0,57.0,127.0
1.0,34.0,2.0,33.0
101.0,703.0,88.0,591.0
15.0,12.0,10.0,8.0
88.0,61.0,67.0,46.0
111.0,111.0,52.0,103.0
5.0,26.0,2.0,22.0
50.0,47.0,31.0,31.0
71.0,56.0,67.0,36.0
87.0,38.0,53.0,33.0
79.0,70.0,56.0,56.0
0.38124109057917077,31.0,0.24074895559459875,31.0
45.0,25.0,42.0,16.0
39.0,47.0,26.0,33.0
86.0,214.0,73.0,154.0
54.0,227.0,44.0,171.0
4.0,34.0,5.0,23.0
104.0,0.08184508017634784,83.0,0.6907920882132512
40.0,0.18874270406926708,35.0,0.8713479787224359
14.0,21.0,9.0,17.0
83.0,119.0,54.0,98.0
0.19651401344384045,16.0,1.0,10.0
37.0,69.0,24.0,45.0
107.0,86.0,77.0,82.0
277.0,336.0,222.0,247.0
77.0,37.0,55.0,19.0
146.0,155.0,124.0,152.0
47.0,32.0,33.0,20.0
16.0,14.0,19.0,22.0
50.0,92.0,36.0,67.0
1.0,23.0,1.0,13.0
11.0,15.0,15.0,14.0
66.0,65.0,47.0,48.0
7.0,18.0,6.0,12.0
12.0,10.0,5.0,9.0
36.0,51.0,36.0,40.0
104.0,11.0,90.0,10.0
23.0,10.0,16.0,6.0
82.0,49.0,72.0,39.0
20.0,9.0,17.0,4.0
50.0,3.0,38.0,2.0
0.41480441982565486,21.0,0.7159436818978918,15.0
31.0,0.6194183090407408,19.0,0.9200571235259888
42.0,6.0,35.0,4.0
46.0,60.0,40.0,39.0
137.0,20.0,116.0,9.0
40.0,228.0,25.0,198.0
13.0,0.6215142799833266,19.0,0.7484336356785
87.0,93.0,68.0,74.0
82.0,134.0,78.0,98.0
32.0,31.0,29.0,18.0
89.0,14.0,75.0,6.0
65.0,135.0,53.0,98.0
129.0,86.0,108.0,70.0
7.0,13.0,6.0,12.0
1.0,35.0,2.0,18.0
12.0,0.8106672168720194,14.0,0.7755922312271906
197.0,87.0,155.0,58.0
28.0,591.0,19.0,455.0
161.0,84.0,118.0,72.0
52.0,129.0,45.0,96.0
10.0,16.0,11.0,8.0
1.0,25.0,0.7597532504156377,25.0
265.0,417.0,224.0,338.0
205.0,240.0,154.0,197.0
69.0,16.0,50.0,18.0
4.0,17.0,7.0,16.0
56.0,18.0,48.0,7.0
145.0,108.0,77.0,94.0
1.0,462.0,0.46991138833807566,359.0
18.0,0.41599528571056954,10.0,0.8262940212975959
20.0,29.0,5.0,36.0
15.0,21.0,15.0,5.0
147.0,94.0,97.0,78.0
4.0,28.0,3.0,20.0
77.0,91.0,47.0,55.0
5.0,25.0,2.0,13.0
52.0,63.0,38.0,57.0
127.0,237.0,100.0,178.0
23.0,44.0,17.0,34.0
72.0,66.0,69.0,53.0
40.0,56.0,38.0,32.0
103.0,122.0,84.0,90.0
118.0,97.0,82.0,83.0
0.4112390830675289,18.0,0.6003014228771383,12.0
27.0,46.0,22.0,38.0
35.0,13.0,17.0,8.0
65.0,85.0,64.0,74.0
167.0,225.0,122.0,194.0
32.0,23.0,27.0,13.0
0.377274593647823,56.0,0.6880100393897924,33.0
180.0,52.0,133.0,34.0
10.0,6.0,14.0,9.0
58.0,17.0,45.0,10.0
11.0,17.0,12.0,12.0
35.0,118.0,28.0,82.0
112.0,238.0,77.0,153.0
63.0,122.0,36.0,87.0
92.0,117.0,80.0,70.0
109.0,46.0,74.0,45.0
28.0,42.0,20.0,30.0
385.0,371.0,309.0,314.0
110.0,137.0,80.0,98.0
84.0,74.0,75.0,51.0
1547.0,1148.0,1100.0,829.0
8.0,13.0,0.9890867725220392,8.0
72.0,190.0,58.0,141.0
239.0,134.0,201.0,96.0
13.0,7.0,12.0,3.0
15.0,21.0,11.0,14.0
88.0,88.0,59.0,63.0
12.0,6.0,11.0,2.0
0.1911040103103141,99.0,0.8761513933244565,72.0
31.0,17.0,28.0,10.0
103.0,117.0,92.0,91.0
48.0,25.0,39.0,17.0
161.0,257.0,126.0,216.0
68.0,59.0,64.0,43.0
45.0,16.0,34.0,19.0
64.0,0.8872556157571665,58.0,0.835526475241102
27.0,12.0,32.0,11.0
167.0,69.0,118.0,43.0
12.0,11.0,13.0,11.0
40.0,0.3535172114160847,29.0,1.0
36.0,34.0,34.0,25.0
137.0,3.0,91.0,2.0
19.0,55.0,10.0,58.0
51.0,48.0,49.0,51.0
139.0,305.0,110.0,233.0
19.0,31.0,25.0,20.0
18.0,51.0,21.0,27.0
75.0,32.0,62.0,17.0
0.7629086682915818,7.0,0.27968709295646266,8.0
114.0,52.0,88.0,39.0
41.0,0.4962698184402985,33.0,0.7506937818603883
348.0,151.0,288.0,126.0
55.0,5.0,61.0,3.0
16.0,12.0,24.0,7.0
42.0,12.0,34.0,5.0
23.0,7.0,19.0,12.0
185.0,52.0,154.0,40.0
70.0,58.0,40.0,27.0
187.0,309.0,145.0,239.0
32.0,47.0,33.0,48.0
13.0,16.0,7.0,6.0
116.0,454.0,99.0,352.0
53.0,42.0,35.0,39.0
129.0,1.0,97.0,1.0
103.0,44.0,89.0,37.0
22.0,80.0,15.0,62.0
79.0,155.0,59.0,141.0
55.0,0.2989084789814709,43.0,0.8800824581716704
175.0,100.0,122.0,97.0
51.0,29.0,53.0,20.0
72.0,54.0,75.0,42.0
135.0,104.0,110.0,86.0
353.0,1395.0,313.0,1062.0
33.0,27.0,34.0,26.0
35.0,77.0,32.0,72.0
304.0,46.0,251.0,34.0
28.0,76.0,25.0,46.0
11.0,23.0,5.0,27.0
76.0,40.0,43.0,31.0
75.0,47.0,55.0,52.0
85.0,32.0,54.0,21.0
124.0,0.8192426304236733,98.0,0.9805347247043155
15.0,5.0,12.0,6.0
14.0,13.0,13.0,13.0
71.0,3.0,54.0,2.0
70.0,13.0,49.0,12.0
0.5838079318710098,110.0,1.0,84.0
36.0,7.0,49.0,2.0
38.0,19.0,33.0,33.0
30.0,38.0,27.0,21.0
94.0,85.0,67.0,73.0
40.0,60.0,23.0,30.0
59.0,28.0,47.0,23.0
88.0,129.0,70.0,94.0
0.6034467149530567,87.0,0.5297115482244991,72.0
4.0,10.0,1.0,2.0
14.0,15.0,17.0,11.0
40.0,50.0,36.0,46.0
127.0,52.0,94.0,40.0
40.0,0.25428009837706245,20.0,0.7809574795593648
12.0,23.0,7.0,27.0
16.0,20.0,6.0,13.0
14.0,48.0,18.0,44.0
13.0,17.0,21.0,12.0
31.0,2.0,16.0,1.0
12.0,5.0,6.0,9.0
12.0,1.0,10.0,0.8043369477552904
33.0,0.29279380954882483,30.0,0.6266335091539931
0.5245592062729146,22.0,0.5315996555207698,19.0
52.0,8.0,45.0,5.0
40.0,34.0,29.0,20.0
28.0,8.0,21.0,10.0
23.0,20.0,18.0,12.0
75.0,88.0,42.0,73.0
10.0,23.0,8.0,18.0
233.0,92.0,199.0,80.0
39.0,20.0,21.0,14.0
149.0,48.0,110.0,40.0
28.0,94.0,16.0,61.0
4.0,17.0,5.0,14.0
23.0,5.0,16.0,0.36208286248479693
119.0,87.0,105.0,89.0
10.0,18.0,7.0,14.0
80.0,46.0,37.0,34.0
9.0,19.0,9.0,21.0
10.0,25.0,10.0,10.0
6.0,19.0,7.0,16.0
15.0,9.0,8.0,5.0
21.0,0.20299245772959162,13.0,0.29988652200513954
37.0,62.0,30.0,51.0
141.0,43.0,130.0,31.0
22.0,73.0,12.0,70.0
11.0,8.0,6.0,7.0
26.0,30.0,24.0,19.0
82.0,116.0,66.0,96.0
0.6410494172083641,21.0,1.0,11.0
26.0,22.0,23.0,9.0
100.0,112.0,75.0,88.0
44.0,33.0,32.0,19.0
159.0,393.0,141.0,296.0
2.0,24.0,4.0,24.0
16.0,0.6925551037787286,12.0,0.22267441474188487
21.0,19.0,12.0,13.0
16.0,0.7453930709248415,15.0,0.6739693833880153
8.0,13.0,9.0,17.0
68.0,99.0,35.0,66.0
17.0,20.0,9.0,5.0
17.0,43.0,19.0,35.0
95.0,22.0,62.0,23.0
19.0,32.0,14.0,22.0
12.0,0.4509852324645879,14.0,0.03752849750677811
0.31441579833619215,30.0,0.41030400134580514,29.0
12.0,0.30650273225154157,10.0,0.7467853651450358
76.0,5.0,71.0,3.0
138.0,0.8972188170757488,109.0,0.7196514422600286
17.0,28.0,15.0,23.0
30.0,0.6708977412611052,19.0,0.2826785609715633
102.0,173.0,56.0,120.0
22.0,35.0,23.0,33.0
26.0,5.0,29.0,10.0
9.0,16.0,6.0,18.0
1.0,10.0,2.0,11.0
56.0,46.0,30.0,36.0
2.0,12.0,2.0,12.0
45.0,23.0,29.0,16.0
84.0,33.0,61.0,35.0
133.0,134.0,111.0,109.0
1.0,96.0,0.2590971163875183,87.0
24.0,12.0,23.0,9.0
78.0,68.0,60.0,57.0
23.0,0.7389808920151009,11.0,0.13763739674232633
220.0,250.0,209.0,171.0
24.0,23.0,20.0,18.0
93.0,77.0,92.0,66.0
27.0,31.0,33.0,34.0
168.0,0.20710880029550527,131.0,0.9742402456205134
22.0,0.5368200007932726,17.0,0.933456855850237
89.0,197.0,79.0,159.0
48.0,109.0,47.0,72.0
30.0,56.0,25.0,40.0
117.0,12.0,101.0,12.0
15.0,17.0,14.0,12.0
14.0,61.0,11.0,41.0
24.0,8.0,23.0,4.0
21.0,19.0,13.0,16.0
21.0,8.0,29.0,6.0
