"","SRX008333","SRX008334","SRX008331","SRX008332"
"ENSG00000198231",292,310,530,545
"ENSG00000198252",23,35,14,16
"ENSG00000198258",44,20,18,15
"ENSG00000198265",90,73,118,123
"ENSG00000198315",16,24,30,43
"ENSG00000198331",23,14,15,13
"ENSG00000198355",35,54,70,43
"ENSG00000198356",81,45,102,101
"ENSG00000198373",116,104,126,116
"ENSG00000198382",159,134,70,57
"ENSG00000198431",270,270,313,269
"ENSG00000198435",1,1,117,126
"ENSG00000198455",8,10,14,11
"ENSG00000198477",8,3,25,23
"ENSG00000198492",19,18,48,29
"ENSG00000198502",29,30,1,1
"ENSG00000198513",11,3,16,12
"ENSG00000198517",12,15,4,9
"ENSG00000198518",11,4,10,12
"ENSG00000198546",15,14,17,17
"ENSG00000198561",12,7,321,268
"ENSG00000198585",13,17,31,20
"ENSG00000198597",0,1,23,25
"ENSG00000198604",206,168,330,322
"ENSG00000198642",62,70,203,215
"ENSG00000198663",20,20,30,40
"ENSG00000198668",54,65,51,29
"ENSG00000198680",0,0,48,43
"ENSG00000198689",38,41,55,72
"ENSG00000198690",12,9,47,35
"ENSG00000198695",146,159,125,107
"ENSG00000198707",33,52,121,128
"ENSG00000198712",186,195,251,174
"ENSG00000198718",8,14,27,28
"ENSG00000198720",52,70,62,53
"ENSG00000198721",20,16,54,37
"ENSG00000198727",1541,1559,1127,1029
"ENSG00000198728",27,30,19,22
"ENSG00000198729",0,0,55,47
"ENSG00000198730",181,151,247,243
"ENSG00000198732",3,0,186,187
"ENSG00000198736",6,11,9,4
"ENSG00000198743",88,78,78,73
"ENSG00000198752",19,20,508,483
"ENSG00000198755",21,26,21,26
"ENSG00000198763",141,190,61,44
"ENSG00000198771",34,21,0,0
"ENSG00000198783",42,50,51,53
"ENSG00000198786",1120,1335,800,714
"ENSG00000198794",2,2,90,84
"ENSG00000198795",1,0,47,55
"ENSG00000198804",329,545,646,510
"ENSG00000198805",379,374,159,191
"ENSG00000198807",11,8,14,9
"ENSG00000198816",0,0,233,180
"ENSG00000198826",84,74,44,47
"ENSG00000198840",607,786,447,436
"ENSG00000198841",41,50,58,56
"ENSG00000198853",0,0,14,10
"ENSG00000198855",12,9,29,14
"ENSG00000198858",220,183,106,119
"ENSG00000198863",35,42,55,53
"ENSG00000198885",9,18,13,14
"ENSG00000198886",1189,1358,762,690
"ENSG00000198888",1954,2565,1543,1280
"ENSG00000198890",86,95,187,187
"ENSG00000198894",85,76,50,39
"ENSG00000198899",96,115,75,76
"ENSG00000198900",411,405,315,274
"ENSG00000198901",208,218,506,513
"ENSG00000198909",97,83,219,182
"ENSG00000198912",60,49,54,50
"ENSG00000198920",12,11,113,111
"ENSG00000198924",5,2,14,20
"ENSG00000198931",144,119,186,188
"ENSG00000198933",49,75,148,140
"ENSG00000198934",3,1,31,27
"ENSG00000198937",31,26,18,16
"ENSG00000198938",574,603,414,375
"ENSG00000198944",0,0,15,7
"ENSG00000198945",4,6,52,62
"ENSG00000198951",19,15,29,27
"ENSG00000198954",7,5,17,12
"ENSG00000203668",18,18,197,197
"ENSG00000203760",11,13,28,26
"ENSG00000203778",2,4,16,19
"ENSG00000203880",21,28,52,52
"ENSG00000203950",0,0,102,88
"ENSG00000203993",35,52,40,40
"ENSG00000203995",1,0,18,23
"ENSG00000204103",1,0,47,42
"ENSG00000204138",31,19,51,32
"ENSG00000204186",135,119,95,130
"ENSG00000204220",49,43,37,42
"ENSG00000204227",110,93,142,146
"ENSG00000204228",28,39,20,30
"ENSG00000204237",32,22,23,27
"ENSG00000204264",26,20,0,0
"ENSG00000204287",282,328,0,0
"ENSG00000204310",6,12,30,16
"ENSG00000204315",15,10,23,27
"ENSG00000204356",37,21,57,52
"ENSG00000204366",7,6,19,11
"ENSG00000204381",0,0,22,24
"ENSG00000204386",44,38,220,224
"ENSG00000204438",33,33,16,22
"ENSG00000204439",35,39,40,32
"ENSG00000204568",35,20,47,44
"ENSG00000204592",7,14,9,10
"ENSG00000204619",46,57,43,37
"ENSG00000204710",0,0,28,20
"ENSG00000204733",13,20,4,4
"ENSG00000204856",78,77,74,88
"ENSG00000204899",25,21,27,29
"ENSG00000204922",37,33,43,33
"ENSG00000204954",19,12,12,26
"ENSG00000204991",14,10,53,51
"ENSG00000205038",11,13,0,2
"ENSG00000205047",55,57,23,27
"ENSG00000205138",38,38,31,24
"ENSG00000205141",5,3,92,105
"ENSG00000205155",47,47,55,70
"ENSG00000205189",3,5,33,35
"ENSG00000205220",69,76,6,5
"ENSG00000205250",295,302,288,284
"ENSG00000205269",7,7,58,73
"ENSG00000205323",17,19,16,19
"ENSG00000205339",122,104,261,276
"ENSG00000205363",0,0,24,12
"ENSG00000205413",11,23,0,0
"ENSG00000205476",0,0,69,43
"ENSG00000205533",1,2,9,14
"ENSG00000205542",12,6,3,1
"ENSG00000205544",13,9,71,76
"ENSG00000205593",6,11,0,2
"ENSG00000205629",48,30,72,83
"ENSG00000205659",16,31,83,61
"ENSG00000205730",1,0,43,31
"ENSG00000205744",165,167,3,2
"ENSG00000205808",18,20,26,31
"ENSG00000205937",30,17,36,42
"ENSG00000206029",8,5,14,21
"ENSG00000206053",30,38,35,33
"ENSG00000206418",22,19,37,29
"ENSG00000206503",35,23,42,30
"ENSG00000206535",9,11,16,6
"ENSG00000211450",39,48,50,51
"ENSG00000211455",22,27,54,49
"ENSG00000212123",8,10,12,15
"ENSG00000212719",17,17,78,62
"ENSG00000212734",2,1,19,27
"ENSG00000212747",0,0,39,50
"ENSG00000212864",3,2,23,18
"ENSG00000212907",437,555,171,125
"ENSG00000213015",129,124,192,149
"ENSG00000213023",0,0,14,9
"ENSG00000213024",307,282,231,199
"ENSG00000213190",11,6,18,38
"ENSG00000213246",73,60,67,88
"ENSG00000213281",149,155,186,202
"ENSG00000213337",17,17,15,11
"ENSG00000213339",15,20,30,32
"ENSG00000213398",6,6,17,26
"ENSG00000213402",637,652,1,0
"ENSG00000213445",371,363,52,45
"ENSG00000213463",17,25,82,95
"ENSG00000213465",61,50,109,93
"ENSG00000213523",52,43,49,24
"ENSG00000213563",93,70,73,45
"ENSG00000213588",26,38,36,34
"ENSG00000213593",62,43,60,52
"ENSG00000213614",30,34,169,151
"ENSG00000213619",127,87,126,124
"ENSG00000213654",90,80,1,1
"ENSG00000213689",26,27,5,0
"ENSG00000213694",0,0,11,16
"ENSG00000213699",7,4,16,14
"ENSG00000213719",116,104,48,60
"ENSG00000213741",8,4,8,18
"ENSG00000213762",27,30,35,26
"ENSG00000213782",27,33,60,46
"ENSG00000213809",12,18,0,0
"ENSG00000213853",0,0,23,25
"ENSG00000213859",1,8,18,25
"ENSG00000213903",14,15,8,12
"ENSG00000213906",10,15,6,9
"ENSG00000213918",33,31,14,20
"ENSG00000213928",9,17,5,5
"ENSG00000213965",27,17,13,6
"ENSG00000213977",28,18,70,67
"ENSG00000213983",107,140,185,178
"ENSG00000213995",3,8,20,23
"ENSG00000214063",6,8,18,12
"ENSG00000214087",5,10,15,16
"ENSG00000214182",12,8,5,5
"ENSG00000214253",29,28,24,30
"ENSG00000214391",164,133,69,72
"ENSG00000214517",45,46,72,75
"ENSG00000214530",3,1,62,58
"ENSG00000214717",44,34,35,22
"ENSG00000214753",641,553,395,373
"ENSG00000214756",15,6,4,11
"ENSG00000214882",6,6,26,18
"ENSG00000214934",19,15,5,4
"ENSG00000214941",1,0,7,15
"ENSG00000215021",596,590,798,764
"ENSG00000215041",57,76,304,297
"ENSG00000215042",62,31,35,31
"ENSG00000215193",14,11,12,3
"ENSG00000215251",49,37,46,58
"ENSG00000215256",17,11,18,19
"ENSG00000215271",65,66,81,88
"ENSG00000215273",3,11,2,2
"ENSG00000215421",15,7,25,20
"ENSG00000215845",12,17,0,0
"ENSG00000216490",166,163,20,14
"ENSG00000217236",0,0,15,25
"ENSG00000217555",28,18,21,23
"ENSG00000217930",40,30,58,55
"ENSG00000218823",16,17,5,15
"ENSG00000218891",41,39,51,34
"ENSG00000218940",6,5,24,26
"ENSG00000219200",51,47,335,302
"ENSG00000220205",16,13,67,54
"ENSG00000221823",22,27,20,27
"ENSG00000221890",0,1,21,30
"ENSG00000221899",9,11,4,2
"ENSG00000221909",21,12,15,16
"ENSG00000221916",3,3,17,8
"ENSG00000221963",49,28,0,0
"ENSG00000221968",64,90,44,29
"ENSG00000221983",262,216,213,253
"ENSG00000221990",4,2,23,14
"ENSG00000221995",26,19,4,4
"ENSG00000223496",18,16,60,36
"ENSG00000224051",17,9,9,2
"ENSG00000224383",13,8,1,1
"ENSG00000224470",97,91,79,91
"ENSG00000224694",55,70,20,29
"ENSG00000224877",27,25,22,11
"ENSG00000225138",7,11,32,29
"ENSG00000225663",32,20,66,62
"ENSG00000225921",34,49,61,49
"ENSG00000226049",5,2,14,10
"ENSG00000226650",19,17,25,22
"ENSG00000227507",52,38,0,0
"ENSG00000227571",28,24,26,12
"ENSG00000228253",57,81,32,31
"ENSG00000228594",1,4,96,88
"ENSG00000228672",25,15,4,8
"ENSG00000228975",33,43,0,0
"ENSG00000229644",23,17,18,16
"ENSG00000229809",18,17,14,13
"ENSG00000230055",47,38,26,12
"ENSG00000230989",65,46,149,161
"ENSG00000231452",39,36,35,18
"ENSG00000232040",0,0,17,11
"ENSG00000232098",14,19,23,16
"ENSG00000232856",12,4,22,19
"ENSG00000232956",8,16,17,15
"ENSG00000233280",2,0,31,31
"ENSG00000233404",76,61,37,44
"ENSG00000233493",36,33,0,0
"ENSG00000233927",10,11,1,2
"ENSG00000235194",22,39,39,47
"ENSG00000235471",0,0,15,10
"ENSG00000236104",12,8,17,19
"ENSG00000236287",79,101,93,119
"ENSG00000236901",68,83,31,31
"ENSG00000237190",19,8,17,9
"ENSG00000237493",0,0,22,18
"ENSG00000237785",11,10,10,8
"ENSG00000240065",52,53,0,0
"ENSG00000240184",84,87,8,17
"ENSG00000240857",15,9,18,18
"ENSG00000241399",0,3,25,32
"ENSG00000241519",831,782,152,113
"ENSG00000242114",16,14,17,12
"ENSG00000242259",9,10,15,6
"ENSG00000242372",17,19,23,20
"ENSG00000242419",12,8,3,2
"ENSG00000242498",0,0,26,23
"ENSG00000242574",15,12,0,0
"ENSG00000242732",0,0,32,47
"ENSG00000243364",4,20,20,23
"ENSG00000243449",15,12,14,12
"ENSG00000243927",45,57,57,55
"ENSG00000244462",39,42,52,46
"ENSG00000244486",0,0,26,28
"ENSG00000245848",1,0,38,38
"ENSG00000247746",16,5,12,11
"ENSG00000248098",77,56,101,108
"ENSG00000249108",7,6,89,95
"ENSG00000249115",72,101,172,170
"ENSG00000249124",25,35,51,31
"ENSG00000249323",0,0,18,17
"ENSG00000249471",6,10,18,25
"ENSG00000249679",9,13,0,0
"ENSG00000249992",0,0,19,12
"ENSG00000250317",12,14,1,3
"ENSG00000250479",24,26,33,24
"ENSG00000251322",0,0,97,102
"ENSG00000253200",7,8,14,5
"ENSG00000253276",43,52,26,14
"ENSG00000253293",1,2,62,42
"ENSG00000253368",1,0,25,17
"ENSG00000253506",17,10,16,26
"ENSG00000253719",229,159,428,363
"ENSG00000253873",16,13,6,6
"ENSG00000253950",155,181,278,305
"ENSG00000253958",12,21,2,2
