"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"2448",9.99999999100682e-11,9.99999999100682e-11,9.99999999100682e-11,9.99999999100682e-11,0.0766662080392641,9.99999999100682e-11,1.97221929511263e-10,9.99999999100682e-11,9.99999999100682e-11,9.99999999100682e-11,0.910752612633683,0.0125732697699286,7.90845990191936e-06,9.99999999100682e-11
"2449",9.99999998903694e-11,9.99999998903694e-11,0.902254214779141,9.99999998903694e-11,3.59912823172567e-07,9.99999998903694e-11,0.0977454242080358,9.99999998903694e-11,9.99999998903694e-11,9.99999998903694e-11,9.99999998903694e-11,9.99999998903694e-11,9.99999998903694e-11,9.99999998903694e-11
"2450",9.999999988e-11,9.999999988e-11,0.0012054291152107,9.999999988e-11,9.999999988e-11,9.999999988e-11,0.998794569684789,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11,9.999999988e-11
"2451",9.999999993e-11,9.999999993e-11,9.999999993e-11,9.999999993e-11,0.0274882245846764,9.999999993e-11,9.85050830329965e-08,9.999999993e-11,2.42706774064545e-09,9.999999993e-11,0.569220081140503,0.365190959895376,0.0380241315085809,7.65012387131195e-05
"2452",9.99999999204442e-11,9.99999999204442e-11,9.99999999204442e-11,9.99999999204442e-11,9.99999999204442e-11,1.75661995695244e-08,9.99999999204442e-11,0.0903948940496321,0.037167392911173,0.872346576433912,9.99999999204442e-11,9.99999999204442e-11,1.68515923782502e-08,9.11013874907305e-05
"2453",9.99999999403173e-11,9.99999999403173e-11,0.020476927535293,9.99999999403173e-11,0.131697248617569,9.99999999403173e-11,0.830371995521123,9.99999999403173e-11,6.94031912204541e-09,9.99999999403173e-11,0.0161744081585845,0.00116922185212603,0.000108538965000659,1.65180998495359e-06
"2454",9.99999998900004e-11,9.99999998900004e-11,9.99999998900004e-11,9.99999998900004e-11,9.99999998900004e-11,9.99999998900004e-11,9.99999998900004e-11,9.99999998900004e-11,0.99711691466932,0.00284699189728927,9.99999998900004e-11,9.99999998900004e-11,9.99999998900004e-11,3.6092333390238e-05
"2455",9.99999999412275e-11,9.99999999412275e-11,0.00117840253522501,9.99999999412275e-11,0.243196681663674,9.99999999412275e-11,0.708668505039025,9.99999999412275e-11,3.16610074006713e-08,9.99999999412275e-11,0.0426038384726755,0.00392694083234526,0.000418407415404682,7.1917806428633e-06
"2456",9.99999998900434e-11,9.99999998900434e-11,6.92543480964e-06,9.99999998900434e-11,1.05365174079552e-06,9.99999998900434e-11,0.99999201981345,9.99999998900434e-11,9.99999998900434e-11,9.99999998900434e-11,9.99999998900434e-11,9.99999998900434e-11,9.99999998900434e-11,9.99999998900434e-11
"2457",0.990377199653369,9.99999999101865e-11,0.00961673732276149,9.99999999101865e-11,1.60265934843697e-08,9.99999999101865e-11,6.04590818920038e-06,9.99999999101865e-11,9.99999999101865e-11,9.99999999101865e-11,1.89086945676961e-10,9.99999999101865e-11,9.99999999101865e-11,9.99999999101865e-11
"2458",9.99999999413554e-11,3.79193521435504e-06,9.99999999413554e-11,0.324186868298869,9.99999999413554e-11,0.605962835291927,9.99999999413554e-11,0.0691619010087268,1.37072661595583e-05,0.000670718425123867,9.99999999413554e-11,9.99999999413554e-11,1.11737001697945e-09,1.76056610297681e-07
"2459",9.99999999400001e-11,9.99999999400001e-11,9.99999999400001e-11,9.99999999400001e-11,0.00089245777714669,9.99999999400001e-11,5.73858040457196e-09,9.99999999400001e-11,0.000838028801820604,1.80653577023576e-07,0.0657225172483681,0.394674638619058,0.466048469321263,0.0718237012401864
"2460",9.99999999100008e-11,9.99999999100008e-11,9.99999999100008e-11,9.99999999100008e-11,0.838085856154757,9.99999999100008e-11,0.145869605232237,9.99999999100008e-11,9.99999999100008e-11,9.99999999100008e-11,0.0160302602685092,1.42697052695164e-05,7.73922821289323e-09,9.99999999100008e-11
"2461",9.99999999200008e-11,9.99999999200008e-11,9.99999999200008e-11,9.99999999200008e-11,0.549444298499116,9.99999999200008e-11,0.000354447698426262,9.99999999200008e-11,9.99999999200008e-11,9.99999999200008e-11,0.436232312051611,0.0138333704371882,0.00013556076025244,9.75340619362474e-09
"2462",0.954115280140672,9.99999999403001e-11,0.0450973159581116,9.99999999403001e-11,2.22602359388121e-05,9.99999999403001e-11,0.000763389010033118,9.99999999403001e-11,9.99999999403001e-11,9.99999999403001e-11,1.6369462536926e-06,1.05592936216012e-07,1.12340497536009e-08,2.82005219218145e-10
